"Spend Period (Daily)","DOW","Slicer 1","Slicer 2","Slicer 3","Slicer 4","Slicer 5","Revenue Shared","Revenue Growth%"
"2026-06-16 00:00:00","3.Tuesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",30.792380000000005,0.06551493370372596
"2026-06-16 00:00:00","3.Tuesday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",2.5851799999999994,0.16134104212431977
"2026-06-16 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",11.90544,-0.572578850094708
"2026-06-16 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",106.13693999999998,-0.25456240765163807
"2026-06-16 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",154.69051,-0.1093671023090228
"2026-06-16 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",47.16575999999999,-0.026011365530093533
"2026-06-16 00:00:00","3.Tuesday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",44.34508000000001,0.356722748722367
"2026-06-15 00:00:00","2.Monday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",27.780229999999996,0.16087127306157378
"2026-06-15 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",33.94665000000001,0.5229774702709693
"2026-06-15 00:00:00","2.Monday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",8.29804,0.08950922428315033
"2026-06-15 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",14.774440000000006,-0.06768162281922263
"2026-06-15 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",101.63837999999997,-0.20174610220640155
"2026-06-15 00:00:00","2.Monday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",180.47737999999995,0.3368412592771177
"2026-06-15 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",49.39388,0.44706272856682916
"2026-06-15 00:00:00","2.Monday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",32.70263,-0.07590791809755226
"2026-06-14 00:00:00","1.Sunday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",20.368540000000003,-0.3916898943101158
"2026-06-14 00:00:00","1.Sunday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",0.19334999999999997,-0.49623511633360273
"2026-06-14 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",24.993989999999997,-0.10324009093179287
"2026-06-14 00:00:00","1.Sunday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",4.473750000000001,-0.2717794706514307
"2026-06-14 00:00:00","1.Sunday","Gangster Billionaire | गैंगस्टर बिलिनेर","97cd2cb780398ec3b6534dc0e3cd7e23c1c81429","Overall","Overall","Overall",1.14173,-0.6199655158640341
"2026-06-14 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",11.349229999999997,-0.3455971557203882
"2026-06-14 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",110.69044999999997,-0.17516222277712978
"2026-06-14 00:00:00","1.Sunday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",155.7703400000001,0.008718006202013129
"2026-06-14 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",43.15804,0.10937020845848378
"2026-06-14 00:00:00","1.Sunday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",25.379390000000004,-0.041462827843265604
"2026-06-13 00:00:00","7.Saturday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",35.42584999999999,-0.18314536712151896
"2026-06-13 00:00:00","7.Saturday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",1.1943100000000002,-0.6530135533636455
"2026-06-13 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",28.020270000000007,0.5965037929419497
"2026-06-13 00:00:00","7.Saturday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",3.57235,-0.5619881728775611
"2026-06-13 00:00:00","7.Saturday","Gangster Billionaire | गैंगस्टर बिलिनेर","97cd2cb780398ec3b6534dc0e3cd7e23c1c81429","Overall","Overall","Overall",1.9374299999999993,
"2026-06-13 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",17.456110000000002,-0.04563024309595198
"2026-06-13 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",117.02988,-0.2475327303987318
"2026-06-13 00:00:00","7.Saturday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",180.59317000000019,0.20046535413040045
"2026-06-13 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",38.28360999999998,-0.10166111319692195
"2026-06-13 00:00:00","7.Saturday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",31.701589999999996,0.26409081538540713
"2026-06-12 00:00:00","6.Friday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",32.61379999999999,-0.0828969094892944
"2026-06-12 00:00:00","6.Friday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",1.3871499999999997,6.191777270841973
"2026-06-12 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",28.06144999999999,0.22755432718975444
"2026-06-12 00:00:00","6.Friday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",5.190800000000001,-0.541313831719048
"2026-06-12 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",26.282239999999998,0.6316153788371195
"2026-06-12 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",135.45810000000003,-0.003866707465611463
"2026-06-12 00:00:00","6.Friday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",180.17075999999992,0.13174308302927584
"2026-06-12 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",33.933580000000006,-0.020135774698318287
"2026-06-12 00:00:00","6.Friday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",29.853330000000003,0.0003360888373604709
"2026-06-11 00:00:00","5.Thursday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",33.56399999999998,-0.019169789354118172
"2026-06-11 00:00:00","5.Thursday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",2.02929,32.24524901703801
"2026-06-11 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",30.925409999999996,0.1492568485323713
"2026-06-11 00:00:00","5.Thursday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",10.94499,0.2635200812717178
"2026-06-11 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",21.843020000000006,0.267596495789191
"2026-06-11 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",120.28349,0.033178426918963
"2026-06-11 00:00:00","5.Thursday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",178.4352599999999,0.10953525504505457
"2026-06-11 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",40.95827,-0.1313150401253541
"2026-06-11 00:00:00","5.Thursday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",29.72139000000001,0.09425909017274692
"2026-06-10 00:00:00","4.Wednesday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",32.567370000000004,-0.18950290391436786
"2026-06-10 00:00:00","4.Wednesday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",1.4664100000000002,
"2026-06-10 00:00:00","4.Wednesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",28.30297999999999,0.04811915748980056
"2026-06-10 00:00:00","4.Wednesday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",5.717299999999998,-0.5984404828294381
"2026-06-10 00:00:00","4.Wednesday","Gangster Billionaire | गैंगस्टर बिलिनेर","97cd2cb780398ec3b6534dc0e3cd7e23c1c81429","Overall","Overall","Overall",1.58149,
"2026-06-10 00:00:00","4.Wednesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",15.086590000000008,-0.20818727323398678
"2026-06-10 00:00:00","4.Wednesday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",131.92523999999997,-0.1267338694783765
"2026-06-10 00:00:00","4.Wednesday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",184.74096000000003,0.440264644329609
"2026-06-10 00:00:00","4.Wednesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",38.38818,0.4030044504285415
"2026-06-10 00:00:00","4.Wednesday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",27.760279999999984,0.05907972394007177
"2026-06-09 00:00:00","3.Tuesday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",44.88836,-0.14343870878733467
"2026-06-09 00:00:00","3.Tuesday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",0.12217,
"2026-06-09 00:00:00","3.Tuesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",28.899060000000006,0.07826600232375758
"2026-06-09 00:00:00","3.Tuesday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",2.2260299999999997,-0.8016542843344638
"2026-06-09 00:00:00","3.Tuesday","Gangster Billionaire | गैंगस्टर बिलिनेर","97cd2cb780398ec3b6534dc0e3cd7e23c1c81429","Overall","Overall","Overall",0.06326,
"2026-06-09 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",27.854120000000016,1.6250725675726625
"2026-06-09 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",142.38205999999997,-0.1334485188653588
"2026-06-09 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",173.68605000000005,0.4822162012842297
"2026-06-09 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",48.425370000000015,0.2826906817372734
"2026-06-09 00:00:00","3.Tuesday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",32.68544000000001,-0.016294352308449334
"2026-06-08 00:00:00","2.Monday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",23.930500000000002,-0.5361430626633787
"2026-06-08 00:00:00","2.Monday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",4.865419999999999,
"2026-06-08 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",22.289659999999998,-0.3679308337343492
"2026-06-08 00:00:00","2.Monday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",7.6163099999999995,-0.36812408688272014
"2026-06-08 00:00:00","2.Monday","Gangster Billionaire | गैंगस्टर बिलिनेर","97cd2cb780398ec3b6534dc0e3cd7e23c1c81429","Overall","Overall","Overall",7.30135,
"2026-06-08 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",15.846989999999998,0.2399243854557802
"2026-06-08 00:00:00","2.Monday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",127.32587999999998,-0.13055501174126716
"2026-06-08 00:00:00","2.Monday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",135.00285000000008,0.21193733069705267
"2026-06-08 00:00:00","2.Monday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",34.13389,-0.05697795464064226
"2026-06-08 00:00:00","2.Monday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",35.38893000000001,-0.05609433687488652
"2026-06-07 00:00:00","1.Sunday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",33.483810000000005,-0.2338016572988908
"2026-06-07 00:00:00","1.Sunday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",0.38381000000000004,
"2026-06-07 00:00:00","1.Sunday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",27.871440000000007,0.11947296313240274
"2026-06-07 00:00:00","1.Sunday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",6.143400000000001,-0.4474723709203935
"2026-06-07 00:00:00","1.Sunday","Gangster Billionaire | गैंगस्टर बिलिनेर","97cd2cb780398ec3b6534dc0e3cd7e23c1c81429","Overall","Overall","Overall",7.839100000000001,
"2026-06-07 00:00:00","1.Sunday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",17.342880000000005,0.02390425310205102
"2026-06-07 00:00:00","1.Sunday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",134.19663000000003,-0.03680716380818938
"2026-06-07 00:00:00","1.Sunday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",154.42406999999997,0.3621401354924132
"2026-06-07 00:00:00","1.Sunday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",38.903189999999995,1.6596016393834878
"2026-06-07 00:00:00","1.Sunday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",26.477209999999996,0.2137864546778565
"2026-06-06 00:00:00","7.Saturday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",43.36860999999996,-0.25545341627702833
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",17.551019999999994,-0.33176468975694795
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",8.155829999999998,-0.3362811765548406
"2026-06-06 00:00:00","7.Saturday","Gangster Billionaire | गैंगस्टर बिलिनेर","97cd2cb780398ec3b6534dc0e3cd7e23c1c81429","Overall","Overall","Overall",9.597509999999996,
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",18.290719999999993,0.368853777895191
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",155.52820000000006,0.2875199519059839
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",150.4359699999999,0.5071547184253178
"2026-06-06 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",42.61600000000001,2.07281200225255
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",25.07856999999999,-0.6341861453959601
"2026-06-05 00:00:00","6.Friday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",35.56176,-0.43316960460276677
"2026-06-05 00:00:00","6.Friday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",3.44195,
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",22.859639999999995,-0.34313342359883514
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",11.316670000000002,0.09202222513856984
"2026-06-05 00:00:00","6.Friday","Gangster Billionaire | गैंगस्टर बिलिनेर","97cd2cb780398ec3b6534dc0e3cd7e23c1c81429","Overall","Overall","Overall",3.004280000000001,
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",16.108110000000003,0.8465699749864164
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",135.98391000000007,0.16003125630468507
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",159.19758000000013,0.4937376069265462
"2026-06-05 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",34.6309,2.167258549683877
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",29.843300000000003,-0.06602714543547727
"2026-06-04 00:00:00","5.Thursday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",34.21999000000001,-0.4733464273424086
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",26.90904999999999,-0.051739965303240765
"2026-06-04 00:00:00","5.Thursday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",8.6623,-0.039366638276731036
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",17.231839999999995,0.0064551097695735304
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",116.42082999999998,-0.1580905496735684
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",160.8198200000001,0.4020329063995094
"2026-06-04 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",47.149740000000016,2.7448217526497842
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",27.161199999999997,-0.25848635249280605
"2026-06-03 00:00:00","4.Wednesday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",40.18197000000002,-0.42490579680275864
"2026-06-03 00:00:00","4.Wednesday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",0.19288,
"2026-06-03 00:00:00","4.Wednesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",27.00358999999999,0.05100879538489367
"2026-06-03 00:00:00","4.Wednesday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",14.237740000000002,0.37102385709814856
"2026-06-03 00:00:00","4.Wednesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",19.053230000000003,0.0780823685047356
"2026-06-03 00:00:00","4.Wednesday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",151.07105999999996,-0.010541811503347986
"2026-06-03 00:00:00","4.Wednesday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",128.26876000000004,0.2274388585617353
"2026-06-03 00:00:00","4.Wednesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",27.36141,0.5839410776496361
"2026-06-03 00:00:00","4.Wednesday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",26.211700000000004,-0.27512793673751323
"2026-06-02 00:00:00","3.Tuesday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",52.40530999999999,-0.3990336660713425
"2026-06-02 00:00:00","3.Tuesday","Apocalypse Meltdown","d63a9ef38ff08660554fbd03f5b927c4d83dcee2","Overall","Overall","Overall",0.06104,
"2026-06-02 00:00:00","3.Tuesday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",26.801420000000004,-0.24644434766203493
"2026-06-02 00:00:00","3.Tuesday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",11.22298,-0.17345902454292694
"2026-06-02 00:00:00","3.Tuesday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",10.610800000000003,-0.06034420158303655
"2026-06-02 00:00:00","3.Tuesday","Secret Fauji | सीक्रेट फौजी","5bbdb4e50c7a1f4360147185c87f95f94051359f","Overall","Overall","Overall",164.30883,0.09032408290954796
"2026-06-02 00:00:00","3.Tuesday","Shiva : Ek Pretyodha","37e68193f879e91ec362f75f4b46511110658e2b","Overall","Overall","Overall",117.17997000000004,0.059543407021561245
"2026-06-02 00:00:00","3.Tuesday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","09bb2a1d63febf4860323830dddde159273484de","Overall","Overall","Overall",37.75296,0.1910574530531428
"2026-06-02 00:00:00","3.Tuesday","Vashikaran | वशीकरण","f689b0b24af7e4f0d0e8a3b0e83dab9961546cd3","Overall","Overall","Overall",33.226850000000006,-0.3046473340438889
"2026-06-01 00:00:00","2.Monday","Ameerzada Commander","1b4ac013d3992bd839496f4c04113ce7c2bb45a8","Overall","Overall","Overall",51.590260000000015,-0.31688489429446165
"2026-06-01 00:00:00","2.Monday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","e1cdbe006bd3d2ad648013bc55976b9290982915","Overall","Overall","Overall",35.264589999999984,-0.10471309992726485
"2026-06-01 00:00:00","2.Monday","Detective Vikrant","d58cb0f1f68c3b104983a4c1883f630da26dd976","Overall","Overall","Overall",12.053489999999996,0.13831155585272104
"2026-06-01 00:00:00","2.Monday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","15dc84c6ddc10a0324b0d88bfcd3a65012027d1c","Overall","Overall","Overall",12.78061,-0.2935868708497449
